Unnamed: 0,Rk,Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear,WS_per_Yr,Success,College_PPG,College_RPG,College_APG,College_FG%,College_3P%,College_FT%,College_MPG,College_STL,College_BLK,College_TOV
298,28,28,UTA,Greg Ostertag,Kansas,11.0,756.0,14753.0,3512.0,4145.0,443.0,0.486,0.1,0.569,33.8,0.11,-0.6,5.1,1995,19.5,4.6,5.5,0.6,https://www.sports-reference.com/cbb/players/greg-ostertag-1.html,1995,3.0727272727272723,1,7.6,6.1,0.3,0.55,0.0,0.604,16.1,0.3,2.0,1.4
299,29,29,SAS,Cory Alexander,Virginia,7.0,307.0,4847.0,1677.0,481.0,834.0,0.389,0.354,0.756,3.0,0.03,-1.7,0.4,1995,15.8,5.5,1.6,2.7,https://www.sports-reference.com/cbb/players/cory-alexander-1.html,1995,0.4285714285714285,0,15.1,3.5,4.7,0.427,0.336,0.698,33.6,1.2,0.2,3.3
300,30,30,DET,Lou Roe,UMass,2.0,66.0,479.0,130.0,92.0,21.0,0.333,0.25,0.647,0.0,-0.001,-4.9,-0.4,1995,7.3,2.0,1.4,0.3,https://www.sports-reference.com/cbb/players/lou-roe-1.html,1995,0.0,0,14.2,8.0,1.4,0.529,0.278,0.69,27.9,0.7,0.9,2.2
302,32,32,WAS,Terrence Rencher,Texas,1.0,36.0,405.0,106.0,44.0,54.0,0.33,0.31,0.674,-0.2,-0.021,-4.0,-0.2,1995,11.3,2.9,1.2,1.5,https://www.sports-reference.com/cbb/players/terrence-rencher-1.html,1995,-0.2,0,18.6,5.0,3.5,0.434,0.298,0.696,35.1,2.1,0.2,2.5
303,33,33,BOS,Junior Burrough,Virginia,1.0,61.0,495.0,189.0,109.0,15.0,0.376,,0.656,-0.2,-0.018,-7.5,-0.7,1995,8.1,3.1,1.8,0.2,https://www.sports-reference.com/cbb/players/junior-burrough-1.html,1995,-0.2,0,15.3,7.2,0.9,0.449,0.283,0.673,30.5,0.9,0.7,2.2
304,34,34,GSW,Andrew DeClercq,Florida,10.0,587.0,9847.0,2815.0,2488.0,339.0,0.507,0.0,0.621,19.3,0.094,-2.9,-2.4,1995,16.8,4.8,4.2,0.6,https://www.sports-reference.com/cbb/players/andrew-declercq-1.html,1995,1.93,1,10.2,7.5,1.1,0.531,0.333,0.663,27.4,1.1,1.4,2.4
305,35,35,TOR,Jimmy King,Michigan,2.0,64.0,890.0,285.0,112.0,90.0,0.429,0.147,0.691,0.0,0.001,-4.6,-0.6,1995,13.9,4.5,1.8,1.4,https://www.sports-reference.com/cbb/players/jimmy-king-1.html,1995,0.0,0,11.9,4.1,2.7,0.477,0.351,0.676,31.7,1.4,0.3,2.5
306,36,36,MEM,Lawrence Moten,Syracuse,3.0,119.0,1814.0,747.0,181.0,182.0,0.408,0.299,0.652,0.0,0.001,-2.1,0.0,1995,15.2,6.3,1.5,1.5,https://www.sports-reference.com/cbb/players/lawrence-moten-1.html,1995,0.0,0,19.3,4.9,2.5,0.483,0.316,0.716,34.2,1.8,0.7,2.6
307,37,37,LAL,Frankie King,Western Carolina University,2.0,13.0,79.0,27.0,16.0,7.0,0.357,0.333,0.75,0.0,0.025,-4.7,-0.1,1995,6.1,2.1,1.2,0.5,https://www.sports-reference.com/cbb/players/frankie-king-1.html,1995,0.0,0,26.7,7.4,2.7,0.484,0.352,0.78,37.6,1.8,0.4,3.9
308,38,38,MIL,Rashard Griffith,Wisconsin,,,,,,,,,,,,,,1995,,,,,https://www.sports-reference.com/cbb/players/rashard-griffith-1.html,1995,0.0,0,15.6,9.7,0.9,0.554,,0.58,28.0,0.4,2.4,2.7
309,39,39,CLE,Donny Marshall,UConn,5.0,119.0,919.0,293.0,121.0,36.0,0.321,0.336,0.681,0.9,0.045,-3.8,-0.4,1995,7.7,2.5,1.0,0.3,https://www.sports-reference.com/cbb/players/donny-marshall-1.html,1995,0.18,0,9.9,4.4,1.1,0.474,0.302,0.791,23.9,1.0,0.1,1.8
310,40,40,GSW,Dwayne Whitfield,Jackson State University,1.0,8.0,122.0,40.0,25.0,2.0,0.433,,0.636,0.0,0.01,-7.2,-0.2,1995,15.3,5.0,3.1,0.3,https://www.sports-reference.com/cbb/players/dwayne-whitfield-1.html,1995,0.0,0,14.1,7.7,0.5,0.584,0.0,0.651,25.5,0.4,1.0,2.6
311,41,41,HOU,Erik Meek,Duke,,,,,,,,,,,,,,1995,,,,,https://www.sports-reference.com/cbb/players/erik-meek-1.html,1995,0.0,0,5.0,4.3,0.4,0.598,,0.575,15.4,0.5,0.6,0.8
312,42,42,ATL,Donnie Boyce,Colorado,2.0,30.0,195.0,79.0,25.0,16.0,0.349,0.25,0.5,-0.3,-0.064,-4.9,-0.1,1995,6.5,2.6,0.8,0.5,https://www.sports-reference.com/cbb/players/donnie-boyce-1.html,1995,-0.15,0,18.6,6.0,3.8,0.421,0.308,0.666,33.0,2.3,1.1,3.5
313,43,43,MIL,Eric Snow,Michigan State,13.0,846.0,23132.0,5791.0,2141.0,4245.0,0.424,0.208,0.763,43.4,0.09,-1.0,5.9,1995,27.3,6.8,2.5,5.0,https://www.sports-reference.com/cbb/players/eric-snow-1.html,1995,3.338461538461538,1,5.9,2.6,5.3,0.521,0.263,0.459,25.2,1.3,0.1,2.3
314,44,44,DEN,Anthony Pelle,Fresno State,,,,,,,,,,,,,,1995,,,,,https://www.sports-reference.com/cbb/players/anthony-pelle-1.html,1995,0.0,0,5.0,3.8,0.4,0.483,0.0,0.642,17.3,0.4,1.4,1.3
315,45,45,ATL,Troy Brown,Providence,,,,,,,,,,,,,,1995,,,,,https://www.sports-reference.com/cbb/players/troy-brown-1.html,1995,0.0,0,5.9,4.2,0.3,0.48,0.522,0.688,14.4,0.3,0.5,1.3
316,46,46,MIA,George Banks,Texas-El Paso,,,,,,,,,,,,,,1995,,,,,https://www.sports-reference.com/cbb/players/george-banks-1.html,1995,0.0,0,11.7,8.4,0.7,0.536,0.0,0.686,29.5,1.5,2.1,1.5
317,47,47,SAC,Tyus Edney,UCLA,4.0,226.0,4743.0,1728.0,393.0,910.0,0.405,0.322,0.806,6.8,0.068,-1.5,0.7,1995,21.0,7.6,1.7,4.0,https://www.sports-reference.com/cbb/players/tyus-edney-1.html,1995,1.7,1,12.1,3.0,5.2,0.481,0.383,0.805,29.3,1.8,0.1,2.7
318,48,48,MIN,Mark Davis,Texas Tech,5.0,230.0,3681.0,1261.0,697.0,294.0,0.442,0.246,0.655,2.3,0.03,-2.4,-0.4,1995,16.0,5.5,3.0,1.3,https://www.sports-reference.com/cbb/players/mark-davis-1.html,1995,0.4599999999999999,0,9.4,3.5,2.1,0.501,,0.751,23.3,0.8,0.2,1.5
319,49,49,MIN,Jerome Allen,Penn,2.0,117.0,1305.0,336.0,123.0,201.0,0.35,0.317,0.63,0.2,0.006,-3.2,-0.4,1995,11.2,2.9,1.1,1.7,https://www.sports-reference.com/cbb/players/jerome-allen-1.html,1995,0.1,0,13.7,4.4,4.6,0.417,0.343,0.722,32.8,1.5,0.2,2.4
322,52,52,IND,Fred Hoiberg,Iowa State,10.0,541.0,9978.0,2944.0,1438.0,846.0,0.431,0.396,0.854,27.6,0.133,1.2,8.0,1995,18.4,5.4,2.7,1.6,https://www.sports-reference.com/cbb/players/fred-hoiberg-1.html,1995,2.76,1,15.8,5.9,2.8,0.511,0.4,0.844,34.0,1.6,0.1,1.8
323,53,53,LAC,Constantin Popa,Miami (FL),,,,,,,,,,,,,,1995,,,,,https://www.sports-reference.com/cbb/players/constantin-popa-1.html,1995,0.0,0,10.0,6.2,0.8,0.493,0.0,0.63,23.2,0.8,2.3,2.0
325,55,55,GSW,Michael McDonald,New Orleans,1.0,1.0,4.0,0.0,1.0,0.0,,,,-0.1,-0.638,-32.4,0.0,1995,4.0,0.0,1.0,0.0,https://www.sports-reference.com/cbb/players/michael-mcdonald-1.html,1995,-0.1,0,7.0,6.3,0.5,0.593,0.0,0.581,21.3,0.5,2.5,1.7
326,56,56,PHO,Chris Carr,Southern Illinois,6.0,297.0,4505.0,1988.0,658.0,294.0,0.416,0.338,0.807,3.9,0.042,-3.0,-1.1,1995,15.2,6.7,2.2,1.0,https://www.sports-reference.com/cbb/players/chris-carr-1.html,1995,0.65,0,13.5,5.8,1.5,0.503,0.358,0.761,25.5,1.0,0.7,2.0
327,57,57,ATL,Cuonzo Martin,Purdue,2.0,7.0,32.0,9.0,3.0,3.0,0.25,0.6,0.0,-0.1,-0.151,-6.3,0.0,1995,4.6,1.3,0.4,0.4,https://www.sports-reference.com/cbb/players/cuonzo-martin-1.html,1995,-0.05,0,13.1,3.8,2.0,0.472,0.451,0.777,28.9,0.6,0.1,1.7
328,58,58,DET,Don Reid,Georgetown,8.0,403.0,5374.0,1454.0,1169.0,143.0,0.53,0.0,0.658,13.7,0.123,-2.1,-0.2,1995,13.3,3.6,2.9,0.4,https://www.sports-reference.com/cbb/players/don-reid-1.html,1995,1.7125,1,4.5,4.0,0.5,0.579,,0.561,15.9,0.7,1.0,1.2
329,1,1,PHI,Allen Iverson,Georgetown,14.0,914.0,37584.0,24368.0,3394.0,5624.0,0.425,0.313,0.78,99.0,0.126,3.2,49.6,1996,41.1,26.7,3.7,6.2,https://www.sports-reference.com/cbb/players/allen-iverson-1.html,1996,7.071428571428571,1,23.0,3.6,4.6,0.44,0.314,0.683,32.5,3.2,0.3,4.1
330,2,2,TOR,Marcus Camby,UMass,17.0,973.0,28684.0,9262.0,9513.0,1837.0,0.466,0.205,0.67,81.6,0.137,2.3,31.3,1996,29.5,9.5,9.8,1.9,https://www.sports-reference.com/cbb/players/marcus-camby-1.html,1996,4.8,1,15.1,7.0,1.4,0.501,0.077,0.661,25.3,0.8,3.7,2.0
331,3,3,MEM,Shareef Abdur-Rahim,California,12.0,830.0,28882.0,15028.0,6239.0,2109.0,0.472,0.297,0.81,71.2,0.118,1.0,21.9,1996,34.8,18.1,7.5,2.5,https://www.sports-reference.com/cbb/players/shareef-abdur-rahim-1.html,1996,5.933333333333334,1,21.1,8.4,1.0,0.518,0.381,0.683,34.7,1.9,1.3,3.1
332,4,4,MIL,Stephon Marbury,Georgia Tech,13.0,846.0,31891.0,16297.0,2516.0,6471.0,0.433,0.325,0.784,77.5,0.117,1.8,30.7,1996,37.7,19.3,3.0,7.6,https://www.sports-reference.com/cbb/players/stephon-marbury-1.html,1996,5.961538461538462,1,18.9,3.1,4.5,0.457,0.37,0.738,37.4,1.8,0.1,3.2
333,5,5,MIN,Ray Allen,UConn,18.0,1300.0,46344.0,24505.0,5272.0,4361.0,0.452,0.4,0.894,145.1,0.15,2.9,57.6,1996,35.6,18.9,4.1,3.4,https://www.sports-reference.com/cbb/players/ray-allen-1.html,1996,8.06111111111111,1,19.0,6.0,2.4,0.487,0.448,0.779,29.7,1.6,0.4,1.9
334,6,6,BOS,Antoine Walker,Kentucky,12.0,893.0,31531.0,15647.0,6891.0,3170.0,0.414,0.325,0.633,38.1,0.058,0.3,18.0,1996,35.3,17.5,7.7,3.5,https://www.sports-reference.com/cbb/players/antoine-walker-1.html,1996,3.1750000000000003,1,11.7,6.5,2.2,0.449,0.252,0.66,21.0,1.3,0.5,2.1
335,7,7,LAC,Lorenzen Wright,Memphis,13.0,778.0,18535.0,6191.0,4943.0,622.0,0.459,0.069,0.645,30.5,0.079,-2.6,-3.0,1996,23.8,8.0,6.4,0.8,https://www.sports-reference.com/cbb/players/lorenzen-wright-1.html,1996,2.3461538461538463,1,16.0,10.3,1.3,0.551,0.0,0.635,34.8,1.0,2.0,2.0
336,8,8,BRK,Kerry Kittles,Villanova,8.0,507.0,16929.0,7165.0,1983.0,1295.0,0.439,0.378,0.78,44.8,0.127,2.2,18.0,1996,33.4,14.1,3.9,2.6,https://www.sports-reference.com/cbb/players/kerry-kittles-1.html,1996,5.6,1,18.4,5.9,3.3,0.478,0.394,0.719,36.1,2.3,0.4,2.0
337,9,9,DAL,Samaki Walker,Louisville,10.0,445.0,7612.0,2376.0,2089.0,252.0,0.462,0.111,0.63,14.2,0.089,-2.6,-1.1,1996,17.1,5.3,4.7,0.6,https://www.sports-reference.com/cbb/players/samaki-walker-1.html,1996,1.42,1,14.3,7.3,1.2,0.57,0.286,0.568,29.5,0.7,2.4,1.9
338,10,10,IND,Erick Dampier,Mississippi State,16.0,987.0,24003.0,7309.0,7005.0,817.0,0.498,0.125,0.626,52.7,0.105,-1.3,4.1,1996,24.3,7.4,7.1,0.8,https://www.sports-reference.com/cbb/players/erick-dampier-1.html,1996,3.29375,1,13.2,9.2,1.4,0.587,,0.566,28.4,0.6,2.7,2.6
339,11,11,GSW,Todd Fuller,NC State,5.0,225.0,2500.0,835.0,674.0,46.0,0.422,0.0,0.668,2.2,0.041,-5.7,-2.3,1996,11.1,3.7,3.0,0.2,https://www.sports-reference.com/cbb/players/todd-fuller-1.html,1996,0.44,0,13.8,7.7,1.0,0.498,0.309,0.8,27.4,0.3,1.3,1.5
340,12,12,CLE,Vitaly Potapenko,Wright State University,11.0,610.0,11608.0,3995.0,2725.0,418.0,0.479,0.167,0.694,15.5,0.064,-4.0,-5.9,1996,19.0,6.5,4.5,0.7,https://www.sports-reference.com/cbb/players/vitaly-potapenko-1.html,1996,1.4090909090909092,1,19.9,6.9,1.4,0.603,0.167,0.725,30.5,0.5,1.0,4.2
343,15,15,PHO,Steve Nash,Santa Clara,18.0,1217.0,38069.0,17387.0,3642.0,10335.0,0.49,0.428,0.904,129.7,0.164,3.0,48.2,1996,31.3,14.3,3.0,8.5,https://www.sports-reference.com/cbb/players/steve-nash-1.html,1996,7.205555555555555,1,14.9,3.1,4.5,0.43,0.401,0.867,30.1,1.3,0.1,3.1
344,16,16,CHA,Tony Delk,Kentucky,10.0,545.0,11702.0,4957.0,1351.0,1024.0,0.408,0.343,0.769,19.5,0.08,-0.4,4.8,1996,21.5,9.1,2.5,1.9,https://www.sports-reference.com/cbb/players/tony-delk-1.html,1996,1.95,1,14.2,3.5,1.6,0.474,0.397,0.709,23.7,1.5,0.3,1.5
346,18,18,NYK,John Wallace,Syracuse,7.0,381.0,6143.0,2901.0,1061.0,281.0,0.462,0.3,0.74,6.4,0.05,-2.7,-1.0,1996,16.1,7.6,2.8,0.7,https://www.sports-reference.com/cbb/players/john-wallace-1.html,1996,0.9142857142857144,0,16.7,8.4,2.0,0.533,0.39,0.738,33.1,1.1,1.6,3.1
347,19,19,NYK,Walter McCarty,Kentucky,10.0,593.0,10374.0,3056.0,1554.0,670.0,0.392,0.346,0.698,13.7,0.064,-1.7,0.8,1996,17.5,5.2,2.6,1.1,https://www.sports-reference.com/cbb/players/walter-mccarty-1.html,1996,1.37,1,9.2,5.1,1.8,0.515,0.401,0.684,20.5,0.9,1.0,1.8
350,22,22,MEM,Roy Rogers,Alabama,3.0,137.0,2309.0,652.0,483.0,57.0,0.483,0.5,0.532,1.7,0.035,-3.7,-1.0,1996,16.9,4.8,3.5,0.4,https://www.sports-reference.com/cbb/players/roy-rogers-1.html,1996,0.5666666666666667,0,6.4,5.0,0.5,0.517,0.0,0.61,20.4,0.4,2.6,1.2
352,24,24,LAL,Derek Fisher,Little Rock,18.0,1287.0,32719.0,10713.0,2658.0,3804.0,0.399,0.374,0.817,62.3,0.091,-0.9,8.9,1996,25.4,8.3,2.1,3.0,https://www.sports-reference.com/cbb/players/derek-fisher-1.html,1996,3.461111111111111,1,12.4,4.4,4.2,0.414,0.38,0.747,32.6,1.6,0.1,2.4
354,26,26,DET,Jerome Williams,Georgetown,9.0,587.0,12755.0,3865.0,3743.0,474.0,0.502,0.038,0.645,37.9,0.143,0.3,7.4,1996,21.7,6.6,6.4,0.8,https://www.sports-reference.com/cbb/players/jerome-williams-1.html,1996,4.211111111111111,1,10.5,9.3,1.4,0.544,0.167,0.634,28.8,1.6,0.4,2.3
355,27,27,ORL,Brian Evans,Indiana,3.0,102.0,1097.0,375.0,164.0,77.0,0.381,0.343,0.82,1.7,0.076,-0.8,0.3,1996,10.8,3.7,1.6,0.8,https://www.sports-reference.com/cbb/players/brian-evans-1.html,1996,0.5666666666666667,0,13.7,6.0,2.7,0.449,0.408,0.8,29.1,0.8,0.4,1.8
357,29,29,CHI,Travis Knight,UConn,7.0,371.0,4566.0,1276.0,1160.0,224.0,0.438,0.259,0.696,7.9,0.083,-3.0,-1.1,1996,12.3,3.4,3.1,0.6,https://www.sports-reference.com/cbb/players/travis-knight-1.html,1996,1.1285714285714286,1,6.1,6.0,1.1,0.518,0.0,0.622,19.2,0.6,1.4,1.4
358,30,30,HOU,Othella Harrington,Georgetown,12.0,709.0,13924.0,5212.0,3130.0,443.0,0.505,0.0,0.738,23.1,0.08,-3.4,-4.9,1996,19.6,7.4,4.4,0.6,https://www.sports-reference.com/cbb/players/othella-harrington-1.html,1996,1.925,1,13.9,7.4,1.0,0.561,0.0,0.732,28.2,0.8,1.5,2.5
359,31,31,PHI,Mark Hendrickson,Washington State,4.0,114.0,1508.0,381.0,316.0,63.0,0.416,0.167,0.803,2.1,0.067,-3.8,-0.7,1996,13.2,3.3,2.8,0.6,https://www.sports-reference.com/cbb/players/mark-hendrickson-1.html,1996,0.525,0,13.9,8.6,1.6,0.567,0.374,0.731,33.1,0.8,0.3,2.2
360,32,32,PHI,Ryan Minor,Oklahoma,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/ryan-minor-1.html,1996,0.0,0,16.5,6.5,1.9,0.46,0.365,0.798,29.4,1.6,0.6,1.9
361,33,33,MIL,Moochie Norris,University of West Florida,9.0,445.0,7640.0,2272.0,868.0,1233.0,0.401,0.286,0.74,10.0,0.063,-1.4,1.2,1996,17.2,5.1,2.0,2.8,https://www.sports-reference.com/cbb/players/moochie-norris-1.html,1996,1.1111111111111112,1,12.5,4.0,4.9,0.397,0.354,0.699,34.8,1.8,0.0,2.6
364,36,36,LAC,Doron Sheffer,UConn,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/doron-sheffer-1.html,1996,0.0,0,13.0,4.4,5.5,0.442,0.397,0.804,30.5,1.9,0.2,2.9
365,37,37,DEN,Jeff McInnis,UNC,11.0,576.0,15927.0,5396.0,1170.0,2514.0,0.431,0.328,0.796,23.1,0.07,-2.1,-0.3,1996,27.7,9.4,2.0,4.4,https://www.sports-reference.com/cbb/players/jeff-mcinnis-1.html,1996,2.1,1,11.3,2.8,4.4,0.459,0.397,0.719,27.4,1.1,0.0,2.0
366,38,38,BOS,Steve Hamer,Tennessee,1.0,35.0,268.0,76.0,60.0,7.0,0.526,0.0,0.552,0.2,0.031,-6.5,-0.3,1996,7.7,2.2,1.7,0.2,https://www.sports-reference.com/cbb/players/steve-hamer-1.html,1996,0.2,0,13.6,7.2,0.7,0.558,0.273,0.661,27.9,0.4,1.2,2.1
367,39,39,PHO,Russ Millard,Iowa,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/russ-millard-1.html,1996,0.0,0,10.1,5.3,1.0,0.546,0.367,0.748,21.5,0.9,0.5,1.6
368,40,40,GSW,Marcus Mann,Mississippi Valley State University,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/marcus-mann-1.html,1996,0.0,0,19.3,12.7,1.2,0.58,0.5,0.624,32.4,1.2,0.7,2.0
369,41,41,SAC,Jason Sasser,Texas Tech,2.0,14.0,108.0,30.0,15.0,4.0,0.412,0.333,0.5,0.0,-0.014,-5.7,-0.1,1996,7.7,2.1,1.1,0.3,https://www.sports-reference.com/cbb/players/jason-sasser-1.html,1996,0.0,0,17.7,7.5,2.6,0.474,0.285,0.727,32.4,1.2,0.1,2.6
370,42,42,HOU,Randy Livingston,LSU,11.0,203.0,2684.0,773.0,282.0,415.0,0.406,0.351,0.771,2.3,0.041,-2.5,-0.3,1996,13.2,3.8,1.4,2.0,https://www.sports-reference.com/cbb/players/randy-livingston-1.html,1996,0.209090909090909,0,10.4,3.2,7.6,0.392,0.247,0.72,29.9,2.3,0.2,4.2
371,43,43,PHO,Ben Davis,Arizona,4.0,40.0,154.0,54.0,53.0,5.0,0.356,,0.462,0.1,0.04,-5.5,-0.1,1996,3.9,1.4,1.3,0.1,https://www.sports-reference.com/cbb/players/ben-davis-1.html,1996,0.025,0,10.3,6.8,0.5,0.525,,0.634,23.8,0.6,0.4,1.8
372,44,44,CHA,Malik Rose,Drexel,13.0,813.0,13404.0,5003.0,3371.0,684.0,0.437,0.177,0.743,26.5,0.095,-2.1,-0.4,1996,16.5,6.2,4.1,0.8,https://www.sports-reference.com/cbb/players/malik-rose-1.html,1996,2.0384615384615383,1,16.9,12.6,1.0,0.549,0.292,0.641,30.4,0.8,1.0,2.8
373,45,45,OKC,Joe Vogel,Colorado State,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/joe-vogel-1.html,1996,0.0,0,8.3,4.5,0.4,0.459,0.375,0.664,21.8,0.5,1.6,1.3
374,46,46,POR,Marcus Brown,Murray State,2.0,27.0,229.0,92.0,22.0,23.0,0.381,0.333,0.714,0.3,0.066,-2.6,0.0,1996,8.5,3.4,0.8,0.9,https://www.sports-reference.com/cbb/players/marcus-brown-1.html,1996,0.15,0,18.9,4.1,2.5,0.493,0.372,0.849,28.7,2.0,0.3,2.2
375,47,47,OKC,Ron Riley,Arizona State,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/ron-riley-1.html,1996,0.0,0,15.8,5.0,2.1,0.389,0.316,0.706,30.2,1.7,0.5,2.5
376,48,48,PHI,Jamie Feick,Michigan State,5.0,201.0,4316.0,911.0,1437.0,139.0,0.424,0.4,0.629,8.2,0.091,-2.7,-0.7,1996,21.5,4.5,7.1,0.7,https://www.sports-reference.com/cbb/players/jamie-feick-1.html,1996,1.64,1,6.6,6.7,1.2,0.502,0.294,0.577,22.8,0.6,0.4,1.3
377,49,49,ORL,Amal McCaskill,Marquette,4.0,114.0,968.0,204.0,213.0,36.0,0.377,0.0,0.609,0.5,0.024,-4.7,-0.7,1996,8.5,1.8,1.9,0.3,https://www.sports-reference.com/cbb/players/amal-mccaskill-1.html,1996,0.125,0,7.8,6.3,0.8,0.545,0.4,0.644,19.8,0.4,1.6,1.7
378,50,50,HOU,Terrell Bell,Georgia,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/terrell-bell-1.html,1996,0.0,0,4.3,3.9,1.4,0.43,0.33,0.606,20.2,0.6,0.6,1.0
379,51,51,MEM,Chris Robinson,Western Kentucky,2.0,76.0,1095.0,350.0,117.0,104.0,0.376,0.374,0.571,-0.1,-0.003,-4.0,-0.6,1996,14.4,4.6,1.5,1.4,https://www.sports-reference.com/cbb/players/chris-robinson-1.html,1996,-0.05,0,13.8,5.5,1.9,0.468,0.323,0.689,27.8,1.7,0.4,2.1
380,52,52,IND,Mark Pope,Kentucky,6.0,153.0,1634.0,285.0,261.0,63.0,0.401,0.179,0.573,1.3,0.038,-4.3,-0.9,1996,10.7,1.9,1.7,0.4,https://www.sports-reference.com/cbb/players/mark-pope-1.html,1996,0.2166666666666666,0,9.4,6.8,1.3,0.526,0.414,0.774,25.6,0.9,0.9,1.8
381,53,53,MIL,Jeff Nordgaard,Green Bay,1.0,13.0,48.0,18.0,14.0,3.0,0.278,,0.889,0.0,0.043,-3.7,0.0,1996,3.7,1.4,1.1,0.2,https://www.sports-reference.com/cbb/players/jeff-nordgaard-1.html,1996,0.0,0,15.9,5.8,2.0,0.556,0.302,0.741,31.3,0.9,0.4,2.0
382,54,54,UTA,Shandon Anderson,Georgia,10.0,719.0,15946.0,5327.0,2252.0,1007.0,0.457,0.316,0.739,23.6,0.071,-1.3,3.0,1996,22.2,7.4,3.1,1.4,https://www.sports-reference.com/cbb/players/shandon-anderson-1.html,1996,2.3600000000000003,1,12.9,5.0,2.7,0.498,0.291,0.634,26.7,1.8,0.3,2.9
383,55,55,WAS,Ronnie Henderson,LSU,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/ronnie-henderson-1.html,1996,0.0,0,20.3,4.5,1.6,0.424,0.323,0.712,30.8,1.4,0.5,2.5
384,56,56,CLE,Reggie Geary,Arizona,2.0,101.0,931.0,209.0,82.0,110.0,0.344,0.328,0.493,0.6,0.032,-2.5,-0.1,1996,9.2,2.1,0.8,1.1,https://www.sports-reference.com/cbb/players/reggie-geary-1.html,1996,0.3,0,7.0,2.7,4.4,0.432,0.347,0.589,28.0,1.6,0.6,2.4
385,57,57,OKC,Drew Barry,Georgia Tech,3.0,60.0,598.0,134.0,67.0,111.0,0.417,0.381,0.774,0.6,0.051,-3.5,-0.2,1996,10.0,2.2,1.1,1.9,https://www.sports-reference.com/cbb/players/drew-barry-1.html,1996,0.1999999999999999,0,10.7,4.1,6.2,0.447,0.369,0.778,33.4,1.6,0.4,3.1
386,58,58,DAL,Darnell Robinson,Arkansas,,,,,,,,,,,,,,1996,,,,,https://www.sports-reference.com/cbb/players/darnell-robinson-1.html,1996,0.0,0,8.3,4.8,1.2,0.44,0.329,0.515,17.9,0.6,0.7,1.8
387,1,1,SAS,Tim Duncan,Wake Forest,19.0,1392.0,47368.0,26496.0,15091.0,4225.0,0.506,0.179,0.696,206.4,0.209,5.6,91.1,1997,34.0,19.0,10.8,3.0,https://www.sports-reference.com/cbb/players/tim-duncan-1.html,1997,10.863157894736842,1,16.5,12.3,2.3,0.577,0.321,0.689,35.1,0.5,3.8,2.6
388,2,2,PHI,Keith Van Horn,Utah,9.0,575.0,18150.0,9206.0,3909.0,900.0,0.443,0.361,0.835,41.7,0.11,0.1,9.6,1997,31.6,16.0,6.8,1.6,https://www.sports-reference.com/cbb/players/keith-van-horn-1.html,1997,4.633333333333334,1,20.8,8.8,1.2,0.522,0.401,0.851,30.6,0.7,1.0,2.3
389,3,3,BOS,Chauncey Billups,Colorado,17.0,1043.0,33008.0,15802.0,2992.0,5636.0,0.415,0.387,0.894,120.8,0.176,3.2,43.5,1997,31.6,15.2,2.9,5.4,https://www.sports-reference.com/cbb/players/chauncey-billups-1.html,1997,7.105882352941176,1,18.5,5.6,5.1,0.413,0.382,0.857,34.0,1.9,0.1,3.7
390,4,4,MEM,Antonio Daniels,Bowling Green,13.0,872.0,19671.0,6623.0,1613.0,2934.0,0.444,0.311,0.793,47.0,0.115,0.0,10.1,1997,22.6,7.6,1.8,3.4,https://www.sports-reference.com/cbb/players/antonio-daniels-1.html,1997,3.6153846153846154,1,16.1,2.9,5.2,0.515,0.396,0.758,33.3,1.5,0.3,2.8
391,5,5,DEN,Tony Battie,Texas Tech,14.0,837.0,17649.0,5082.0,4287.0,522.0,0.488,0.162,0.69,36.4,0.099,-1.8,0.8,1997,21.1,6.1,5.1,0.6,https://www.sports-reference.com/cbb/players/tony-battie-1.html,1997,2.6,1,10.7,8.3,0.8,0.545,0.278,0.649,24.7,0.6,1.9,1.6
392,6,6,BOS,Ron Mercer,Kentucky,8.0,432.0,13418.0,5892.0,1342.0,921.0,0.429,0.25,0.808,9.4,0.034,-2.7,-2.5,1997,31.1,13.6,3.1,2.1,https://www.sports-reference.com/cbb/players/ron-mercer-1.html,1997,1.175,1,13.3,4.1,1.9,0.483,0.344,0.782,26.0,1.3,0.2,1.4
393,7,7,BRK,Tim Thomas,Villanova,13.0,824.0,21336.0,9454.0,3379.0,1272.0,0.437,0.369,0.758,35.2,0.079,-0.8,6.4,1997,25.9,11.5,4.1,1.5,https://www.sports-reference.com/cbb/players/tim-thomas-1.html,1997,2.707692307692308,1,16.9,6.0,2.1,0.45,0.336,0.796,31.4,1.8,1.0,2.8
